,Ph,Ti,Ta,Th
2020-01-08 17:00:00+00:00,0,21.3875,11.2,27.65
2020-01-08 18:00:00+00:00,0,21.2625,10.9,25.55
2020-01-08 19:00:00+00:00,0,21.125,10.8,22.1
2020-01-08 20:00:00+00:00,0,20.95,10.6,20.1
2020-01-08 21:00:00+00:00,0,20.8,10.4,18.05
2020-01-08 22:00:00+00:00,0,20.7,10.3,16.55
2020-01-08 23:00:00+00:00,0,20.575,10.1,15.25
2020-01-09 00:00:00+00:00,0,20.475,10.2,13.9
2020-01-09 01:00:00+00:00,0,20.4,10.8,13.2
2020-01-09 02:00:00+00:00,0,20.3125,11.3,12.5
2020-01-09 03:00:00+00:00,0,20.2375,11.6,11.9
2020-01-09 04:00:00+00:00,73.5745864,20.175,11.9,11.2
2020-01-09 05:00:00+00:00,23.6489742,20.15,12.2,48.1
2020-01-09 06:00:00+00:00,42.0426208,20.125,12.1,49.4
2020-01-09 07:00:00+00:00,28.9043018,20.25,12.1,47.6
2020-01-09 08:00:00+00:00,44.6702846,20.325,12,47.35
2020-01-09 09:00:00+00:00,63.0639312,20.3875,11.4,53.05
2020-01-09 10:00:00+00:00,34.1596294,20.875,11.4,44.95
2020-01-09 11:00:00+00:00,31.5319656,21.1625,11.7,40.15
2020-01-09 12:00:00+00:00,26.276638,21.425,12.1,35.1
2020-01-09 13:00:00+00:00,15.7659828,21.675,13.5,29.2
2020-01-09 14:00:00+00:00,21.0213104,21.6,13.1,30.05
2020-01-09 15:00:00+00:00,21.0213104,21.6,12.7,29.1
2020-01-09 16:00:00+00:00,13.138319,21.675,12.2,29.6
2020-01-09 17:00:00+00:00,0,21.675,11.5,27.05
2020-01-09 18:00:00+00:00,0,21.5625,11,25
2020-01-09 19:00:00+00:00,0,21.3875,9.7,21.25
2020-01-09 20:00:00+00:00,0,21.1625,9.1,19.3
2020-01-09 21:00:00+00:00,0,21.0125,9,16.85
2020-01-09 22:00:00+00:00,0,20.8875,8.5,14.95
2020-01-09 23:00:00+00:00,0,20.725,7.9,13.4
2020-01-10 00:00:00+00:00,0,20.6,7.1,12.3
2020-01-10 01:00:00+00:00,0,20.5,6.6,11.35
2020-01-10 02:00:00+00:00,0,20.375,6.3,10.5
2020-01-10 03:00:00+00:00,0,20.2875,6.4,9.95
2020-01-10 04:00:00+00:00,84.0852416,20.2,6.3,9.35
2020-01-10 05:00:00+00:00,31.5319656,20.2,6.6,65.7
2020-01-10 06:00:00+00:00,39.414957,20.175,6.3,67.65
2020-01-10 07:00:00+00:00,49.9256122,20.2,5.7,65
2020-01-10 08:00:00+00:00,42.0426208,20.375,5.9,64.65
2020-01-10 09:00:00+00:00,84.0852416,20.5,6.1,59.1
2020-01-10 10:00:00+00:00,31.5319656,21.0375,6.6,62.6
2020-01-10 11:00:00+00:00,36.7872932,21.1625,6.7,54.6
2020-01-10 12:00:00+00:00,28.9043018,21.2625,7.2,54.5
2020-01-10 13:00:00+00:00,23.6489742,21.6125,8.3,51.25
2020-01-10 14:00:00+00:00,26.276638,21.525,7.8,52.75
2020-01-10 15:00:00+00:00,28.9043018,21.6,7.4,52.6
2020-01-10 16:00:00+00:00,10.5106552,21.55,7.5,53.8
2020-01-10 17:00:00+00:00,0,21.525,6.8,45.6
2020-01-10 18:00:00+00:00,0,21.425,6.3,35.4
2020-01-10 19:00:00+00:00,0,21.2375,5.7,27.6
2020-01-10 20:00:00+00:00,0,21.0625,5.4,22.8
2020-01-10 21:00:00+00:00,0,20.8625,5.1,19
2020-01-10 22:00:00+00:00,0,20.7,5.1,16.3
2020-01-10 23:00:00+00:00,0,20.5375,5.4,14.25
2020-01-11 00:00:00+00:00,0,20.4125,5.4,12.55
2020-01-11 01:00:00+00:00,0,20.3,5.5,11.35
2020-01-11 02:00:00+00:00,0,20.1875,5.8,10.3
2020-01-11 03:00:00+00:00,0,20.0625,6.2,9.6
2020-01-11 04:00:00+00:00,81.4575778,19.9875,6.7,8.85
2020-01-11 05:00:00+00:00,28.9043018,19.9375,7.3,63.7
2020-01-11 06:00:00+00:00,26.276638,19.925,7.9,62.4
2020-01-11 07:00:00+00:00,39.414957,19.9125,8.2,62.55
2020-01-11 08:00:00+00:00,42.0426208,19.975,8.5,58.75
2020-01-11 09:00:00+00:00,68.3192588,20.1,9,59.1
2020-01-11 10:00:00+00:00,63.0639312,20.375,9.4,51.5
2020-01-11 11:00:00+00:00,2.6276638,20.6,9.5,53.2
2020-01-11 12:00:00+00:00,0,20.5,9.7,37.9
2020-01-11 13:00:00+00:00,0,20.3875,10.4,30.95
2020-01-11 14:00:00+00:00,0,20.275,10.3,25.15
2020-01-11 15:00:00+00:00,0,20.1625,10.1,20.8
2020-01-11 16:00:00+00:00,0,20.05,10,18.25
2020-01-11 17:00:00+00:00,0,19.975,10,16.1
2020-01-11 18:00:00+00:00,0,19.8875,10,14.45
2020-01-11 19:00:00+00:00,0,19.7625,10,13.15
2020-01-11 20:00:00+00:00,0,19.6875,10,12.05
2020-01-11 21:00:00+00:00,0,19.5875,10,11
2020-01-11 22:00:00+00:00,0,19.5,10,10.35
2020-01-11 23:00:00+00:00,0,19.4375,10,9.85
2020-01-12 00:00:00+00:00,0,19.3375,9.9,9.4
2020-01-12 01:00:00+00:00,0,19.275,9.8,13
2020-01-12 02:00:00+00:00,0,19.2125,9.6,11.4
2020-01-12 03:00:00+00:00,0,19.15,9.4,10.45
2020-01-12 04:00:00+00:00,0,19.075,9.4,9.7
2020-01-12 05:00:00+00:00,0,19.0125,9.4,9
2020-01-12 06:00:00+00:00,0,18.9375,9.5,8.4
2020-01-12 07:00:00+00:00,0,18.9,9.6,7.85
2020-01-12 08:00:00+00:00,0,18.8625,10.1,7.6
2020-01-12 09:00:00+00:00,0,18.85,10.2,7.5
2020-01-12 10:00:00+00:00,0,18.8625,10.5,7.4
2020-01-12 11:00:00+00:00,0,18.8625,10.2,7.35
2020-01-12 12:00:00+00:00,0,18.925,11.2,7.25
2020-01-12 13:00:00+00:00,0,18.8625,11,7.35
2020-01-12 14:00:00+00:00,0,18.925,10.9,7.25
2020-01-12 15:00:00+00:00,0,18.9125,10.4,7.3
2020-01-12 16:00:00+00:00,0,18.8125,9.5,7.15
2020-01-12 17:00:00+00:00,0,18.725,8.8,6.9
2020-01-12 18:00:00+00:00,0,18.65,7.9,6.65
2020-01-12 19:00:00+00:00,0,18.5625,7.4,6.3
2020-01-12 20:00:00+00:00,0,18.4875,6.9,6.05
2020-01-12 21:00:00+00:00,0,18.425,6.8,5.75
2020-01-12 22:00:00+00:00,0,18.375,6.4,5.55
2020-01-12 23:00:00+00:00,0,18.2875,6,5.3
2020-01-13 00:00:00+00:00,0,18.225,5.7,5.1
2020-01-13 01:00:00+00:00,0,18.1625,5.6,4.85
2020-01-13 02:00:00+00:00,0,18.1125,6.2,4.75
2020-01-13 03:00:00+00:00,120.8725348,18.0375,6.5,4.7
2020-01-13 04:00:00+00:00,84.0852416,18.1875,6.7,64.75
2020-01-13 05:00:00+00:00,76.2022502,18.4875,6.6,65.45
2020-01-13 06:00:00+00:00,60.4362674,18.95,6.4,62.25
2020-01-13 07:00:00+00:00,70.9469226,19.4375,6.9,57.65
2020-01-13 08:00:00+00:00,60.4362674,19.75,7.2,65.1
2020-01-13 09:00:00+00:00,89.3405692,20.0625,7.6,63.3
2020-01-13 10:00:00+00:00,44.6702846,20.4,8.3,61.9
2020-01-13 11:00:00+00:00,44.6702846,20.525,8.6,59.9
2020-01-13 12:00:00+00:00,36.7872932,20.6125,9,57.3
2020-01-13 13:00:00+00:00,44.6702846,20.65,9.3,53.7
2020-01-13 14:00:00+00:00,31.5319656,20.7625,9.5,51.9
2020-01-13 15:00:00+00:00,26.276638,20.8125,9.4,52.7
2020-01-13 16:00:00+00:00,13.138319,20.8,9,46.95
2020-01-13 17:00:00+00:00,0,20.7875,9.5,40.9
2020-01-13 18:00:00+00:00,0,20.6,9.9,32.3
2020-01-13 19:00:00+00:00,0,20.4,9.9,25.6
2020-01-13 20:00:00+00:00,0,20.2125,10.2,21.5
2020-01-13 21:00:00+00:00,0,20.05,10.3,18.05
2020-01-13 22:00:00+00:00,0,19.8875,8.6,16.05
2020-01-13 23:00:00+00:00,0,19.7875,7.8,14.1
2020-01-14 00:00:00+00:00,0,19.6125,7.4,12.65
2020-01-14 01:00:00+00:00,0,19.4875,7.4,11.3
2020-01-14 02:00:00+00:00,0,19.375,7.4,10.45
2020-01-14 03:00:00+00:00,70.9469226,19.2875,7.2,9.75
2020-01-14 04:00:00+00:00,49.9256122,19.25,7.5,63.3
2020-01-14 05:00:00+00:00,44.6702846,19.3625,7.3,63.45
2020-01-14 06:00:00+00:00,60.4362674,19.45,6.9,66.4
2020-01-14 07:00:00+00:00,70.9469226,19.725,6.9,61.35
2020-01-14 08:00:00+00:00,76.2022502,20.125,7.1,59.65
2020-01-14 09:00:00+00:00,65.691595,20.45,7.7,62.6
2020-01-14 10:00:00+00:00,49.9256122,20.7,8.5,54.85
2020-01-14 11:00:00+00:00,36.7872932,20.8625,9.1,52.65
2020-01-14 12:00:00+00:00,31.5319656,20.9375,9.7,48.1
2020-01-14 13:00:00+00:00,18.3936466,21.025,10.3,41.4
2020-01-14 14:00:00+00:00,28.9043018,21.0375,11.8,32.85
2020-01-14 15:00:00+00:00,23.6489742,21.0625,12.3,29.9
2020-01-14 16:00:00+00:00,15.7659828,21.125,12.2,28.9
2020-01-14 17:00:00+00:00,18.3936466,21.15,12.3,28
2020-01-14 18:00:00+00:00,10.5106552,21.075,12.4,27.9
2020-01-14 19:00:00+00:00,0,20.9375,12.1,30.3
2020-01-14 20:00:00+00:00,0,20.7625,12.1,26.35
2020-01-14 21:00:00+00:00,0,20.5875,12.1,22.75
2020-01-14 22:00:00+00:00,0,20.4375,11.9,20.35
2020-01-14 23:00:00+00:00,0,20.3,11.9,17.45
2020-01-15 00:00:00+00:00,0,20.2,11.8,15.7
2020-01-15 01:00:00+00:00,0,20.0625,11.7,14.35
2020-01-15 02:00:00+00:00,0,20,11.9,13.3
2020-01-15 03:00:00+00:00,0,19.9,11.9,12.65
2020-01-15 04:00:00+00:00,91.968233,19.825,10,11.8
2020-01-15 05:00:00+00:00,34.1596294,19.8875,9.2,57.5
2020-01-15 06:00:00+00:00,44.6702846,19.975,8.9,58.2
2020-01-15 07:00:00+00:00,36.7872932,20.0875,8.5,57.85
2020-01-15 08:00:00+00:00,70.9469226,20.15,8.1,61.8
2020-01-15 09:00:00+00:00,70.9469226,20.525,7.5,64.8
2020-01-15 10:00:00+00:00,47.2979484,20.8875,7.3,59.2
2020-01-15 11:00:00+00:00,34.1596294,21.0625,7.3,59.45
2020-01-15 12:00:00+00:00,26.276638,21.1625,7.7,44.85
2020-01-15 13:00:00+00:00,15.7659828,21.4,8.6,39.4
2020-01-15 14:00:00+00:00,21.0213104,21.45,8.8,36.75
2020-01-15 15:00:00+00:00,15.7659828,21.4875,8.7,35
2020-01-15 16:00:00+00:00,13.138319,21.5125,8.3,35
2020-01-15 17:00:00+00:00,0,21.4875,7.7,32.65
2020-01-15 18:00:00+00:00,0,21.3125,7.2,27.9
2020-01-15 19:00:00+00:00,0,21.1125,6.9,23.75
2020-01-15 20:00:00+00:00,0,20.925,6.6,20.2
2020-01-15 21:00:00+00:00,0,20.725,6.3,17.5
2020-01-15 22:00:00+00:00,0,20.5375,6.4,15.3
2020-01-15 23:00:00+00:00,0,20.425,6.3,13.75
2020-01-16 00:00:00+00:00,0,20.275,6.4,12.6
2020-01-16 01:00:00+00:00,0,20.1625,6.1,11.5
2020-01-16 02:00:00+00:00,0,20.05,6,10.6
2020-01-16 03:00:00+00:00,0,19.95,5.9,9.9
2020-01-16 04:00:00+00:00,78.829914,19.8625,5.7,9.3
2020-01-16 05:00:00+00:00,44.6702846,19.8375,5.7,70.45
2020-01-16 06:00:00+00:00,42.0426208,19.9,5.8,67.25
2020-01-16 07:00:00+00:00,57.8086036,20.075,5.9,64.35
2020-01-16 08:00:00+00:00,65.691595,20.2625,6,75.7
2020-01-16 09:00:00+00:00,60.4362674,20.65,6.9,59.95
2020-01-16 10:00:00+00:00,31.5319656,20.975,7.8,61.15
2020-01-16 11:00:00+00:00,31.5319656,21.15,8.4,43.05
2020-01-16 12:00:00+00:00,18.3936466,21.275,9.1,38.1
2020-01-16 13:00:00+00:00,34.1596294,21.3125,10.2,34.1
2020-01-16 14:00:00+00:00,18.3936466,21.35,10.3,46.1
2020-01-16 15:00:00+00:00,26.276638,21.3875,10.4,39.95
2020-01-16 16:00:00+00:00,13.138319,21.4375,10.6,36.2
2020-01-16 17:00:00+00:00,0,21.475,10.7,31.05
2020-01-16 18:00:00+00:00,0,21.35,10.8,27.6
2020-01-16 19:00:00+00:00,0,21.15,10.9,23.3
2020-01-16 20:00:00+00:00,0,21,10.6,20.5
2020-01-16 21:00:00+00:00,0,20.85,10.5,18
2020-01-16 22:00:00+00:00,0,20.725,10.5,15.75
2020-01-16 23:00:00+00:00,0,20.6125,10.3,14.3
2020-01-17 00:00:00+00:00,0,20.5125,10.1,13.25
2020-01-17 01:00:00+00:00,0,20.425,9.9,12.4
2020-01-17 02:00:00+00:00,0,20.325,10,11.7
2020-01-17 03:00:00+00:00,0,20.2375,9.9,11.1
2020-01-17 04:00:00+00:00,84.0852416,20.175,9.7,10.5
2020-01-17 05:00:00+00:00,26.276638,20.15,9.4,57.35
2020-01-17 06:00:00+00:00,63.0639312,20.125,9.4,56.55
2020-01-17 07:00:00+00:00,36.7872932,20.2375,8.5,60.1
2020-01-17 08:00:00+00:00,57.8086036,20.3375,8,59.95
2020-01-17 09:00:00+00:00,68.3192588,20.525,8.2,60.7
2020-01-17 10:00:00+00:00,44.6702846,20.9875,8.5,53.35
2020-01-17 11:00:00+00:00,34.1596294,21.1,8.7,48.25
2020-01-17 12:00:00+00:00,34.1596294,21.1625,8.4,42.8
2020-01-17 13:00:00+00:00,34.1596294,21.2,8,39.45
2020-01-17 14:00:00+00:00,31.5319656,21.325,8.1,37.2
2020-01-17 15:00:00+00:00,34.1596294,21.325,7.6,36.9
2020-01-17 16:00:00+00:00,10.5106552,21.3375,7.2,37.75
2020-01-17 17:00:00+00:00,0,21.3375,6.3,33.55
2020-01-17 18:00:00+00:00,0,21.175,5.6,28.7
2020-01-17 19:00:00+00:00,0,20.975,5.1,23.8
2020-01-17 20:00:00+00:00,0,20.8,4.7,19.65
2020-01-17 21:00:00+00:00,0,20.6125,4.3,16.7
2020-01-17 22:00:00+00:00,0,20.475,3.9,15.4
2020-01-17 23:00:00+00:00,0,20.35,3.6,14.95
2020-01-18 00:00:00+00:00,0,20.2,3.1,14.35
2020-01-18 01:00:00+00:00,0,20.075,2.7,14.05
2020-01-18 02:00:00+00:00,0,19.9625,2.4,13.75
2020-01-18 03:00:00+00:00,0,19.85,2.1,13.45
2020-01-18 04:00:00+00:00,102.4788882,19.75,1.7,13.2
2020-01-18 05:00:00+00:00,31.5319656,19.6875,1.6,82.3
2020-01-18 06:00:00+00:00,78.829914,19.7,1.4,76.2
2020-01-18 07:00:00+00:00,65.691595,19.7375,1.3,73.85
2020-01-18 08:00:00+00:00,65.691595,19.9875,1.2,72
2020-01-18 09:00:00+00:00,78.829914,20.3,1.6,74.5
2020-01-18 10:00:00+00:00,68.3192588,20.85,2.5,77
2020-01-18 11:00:00+00:00,23.6489742,21.075,4,67.05
2020-01-18 12:00:00+00:00,26.276638,21.0625,4.9,62.55
2020-01-18 13:00:00+00:00,26.276638,21.1125,6.7,56.55
2020-01-18 14:00:00+00:00,21.0213104,20.95,6.3,57.95
2020-01-18 15:00:00+00:00,31.5319656,20.8625,6,58.9
2020-01-18 16:00:00+00:00,0,20.7375,5.3,64.5
2020-01-18 17:00:00+00:00,0,20.5625,4.2,46.85
2020-01-18 18:00:00+00:00,0,20.4625,3.5,19.95
2020-01-18 19:00:00+00:00,0,20.2875,3.2,17.15
2020-01-18 20:00:00+00:00,0,20.1375,3.1,15.7
2020-01-18 21:00:00+00:00,0,19.9875,3.1,14.9
2020-01-18 22:00:00+00:00,0,19.8625,2.8,14.25
2020-01-18 23:00:00+00:00,0,19.7375,2.3,13.85
2020-01-19 00:00:00+00:00,0,19.625,1.6,13.45
2020-01-19 01:00:00+00:00,0,19.5125,1.1,13.2
2020-01-19 02:00:00+00:00,0,19.4,0.8,13
2020-01-19 03:00:00+00:00,0,19.2625,0.9,12.75
2020-01-19 04:00:00+00:00,0,19.1625,0.8,12.45
2020-01-19 05:00:00+00:00,0,19.05,0.6,12.3
2020-01-19 06:00:00+00:00,0,18.925,0.3,12.15
2020-01-19 07:00:00+00:00,0,18.825,0.3,11.85
2020-01-19 08:00:00+00:00,0,18.7125,0,11.7
2020-01-19 09:00:00+00:00,0,18.6875,0.1,11.6
2020-01-19 10:00:00+00:00,0,18.75,1.3,11.8
2020-01-19 11:00:00+00:00,0,18.8875,2.7,11.95
2020-01-19 12:00:00+00:00,0,19,3.8,12.3
2020-01-19 13:00:00+00:00,0,19.1375,5.8,12.5
2020-01-19 14:00:00+00:00,0,19.05,5.3,12.65
2020-01-19 15:00:00+00:00,0,18.9125,4.9,12.65
2020-01-19 16:00:00+00:00,0,18.775,4.3,12.55
2020-01-19 17:00:00+00:00,0,18.625,3.1,12.2
2020-01-19 18:00:00+00:00,0,18.5,2.4,12
2020-01-19 19:00:00+00:00,0,18.3875,1.6,11.7
2020-01-19 20:00:00+00:00,0,18.275,1.2,11.5
2020-01-19 21:00:00+00:00,0,18.175,0.8,11.3
2020-01-19 22:00:00+00:00,0,18.0875,0.6,11.15
2020-01-19 23:00:00+00:00,0,17.9875,1.4,11.1
2020-01-20 00:00:00+00:00,0,17.9125,1.9,11.05
2020-01-20 01:00:00+00:00,0,17.825,2.1,11
2020-01-20 02:00:00+00:00,0,17.75,2.2,10.85
2020-01-20 03:00:00+00:00,157.659828,17.675,2.1,10.75
2020-01-20 04:00:00+00:00,107.7342158,17.9375,2.4,79
2020-01-20 05:00:00+00:00,63.0639312,18.325,1.3,82.3
2020-01-20 06:00:00+00:00,81.4575778,18.5625,1.9,73.35
2020-01-20 07:00:00+00:00,84.0852416,18.9625,2.2,81.65
2020-01-20 08:00:00+00:00,84.0852416,19.625,2.7,71.35
2020-01-20 09:00:00+00:00,91.968233,20.1125,3.4,82.85
2020-01-20 10:00:00+00:00,63.0639312,20.375,4.1,71.7
2020-01-20 11:00:00+00:00,60.4362674,20.5375,4.7,73.75
2020-01-20 12:00:00+00:00,47.2979484,20.6125,5.5,69.65
2020-01-20 13:00:00+00:00,42.0426208,20.7375,5.4,62.75
2020-01-20 14:00:00+00:00,42.0426208,20.875,5.6,64.35
2020-01-20 15:00:00+00:00,42.0426208,20.875,5.6,65.25
2020-01-20 16:00:00+00:00,21.0213104,20.775,5.1,64.1
2020-01-20 17:00:00+00:00,0,20.8375,4.3,28.7
2020-01-20 18:00:00+00:00,0,20.7375,3.9,21.05
2020-01-20 19:00:00+00:00,0,20.4875,3.5,18.05
2020-01-20 20:00:00+00:00,0,20.3,2.9,16.35
2020-01-20 21:00:00+00:00,0,20.1,2.6,15.4
2020-01-20 22:00:00+00:00,0,19.8625,2.1,14.6
2020-01-20 23:00:00+00:00,0,19.6875,1.7,14.05
2020-01-21 00:00:00+00:00,0,19.5125,1.5,13.6
2020-01-21 01:00:00+00:00,0,19.3625,1,13.25
2020-01-21 02:00:00+00:00,0,19.2,0.9,12.9
2020-01-21 03:00:00+00:00,0,19.0625,0.8,12.6
2020-01-21 04:00:00+00:00,97.2235606,18.9,0.5,12.3
2020-01-21 05:00:00+00:00,63.0639312,18.9,0.3,78.95
2020-01-21 06:00:00+00:00,94.5958968,19.125,0.4,73.6
2020-01-21 07:00:00+00:00,91.968233,19.475,0.1,80.65
2020-01-21 08:00:00+00:00,97.2235606,19.8625,0.2,73.55
2020-01-21 09:00:00+00:00,89.3405692,20.4625,0.6,80.6
2020-01-21 10:00:00+00:00,60.4362674,20.7875,1.8,80.2
2020-01-21 11:00:00+00:00,26.276638,20.975,3.1,74.05
2020-01-21 12:00:00+00:00,34.1596294,21.1125,4.1,59.6
2020-01-21 13:00:00+00:00,28.9043018,21.2875,5.7,44.5
2020-01-21 14:00:00+00:00,23.6489742,21.275,5.6,40.8
2020-01-21 15:00:00+00:00,26.276638,21.225,5.5,39.1
2020-01-21 16:00:00+00:00,26.276638,21.1375,5.1,38.1
2020-01-21 17:00:00+00:00,42.0426208,21.1375,4.2,40.45
2020-01-21 18:00:00+00:00,31.5319656,21.05,3.5,66.6
2020-01-21 19:00:00+00:00,0,20.9,3.3,66.35
2020-01-21 20:00:00+00:00,0,20.8,2.9,22.45
2020-01-21 21:00:00+00:00,0,20.575,2.5,18.25
2020-01-21 22:00:00+00:00,0,20.3625,3.1,16.25
2020-01-21 23:00:00+00:00,0,20.1875,3.4,15.15
2020-01-22 00:00:00+00:00,0,20.0125,3.1,14.45
2020-01-22 01:00:00+00:00,0,19.8875,3.4,14
2020-01-22 02:00:00+00:00,0,19.7625,3.7,13.6
2020-01-22 03:00:00+00:00,0,19.6375,3.8,13.35
2020-01-22 04:00:00+00:00,94.5958968,19.5125,3.9,13.25
2020-01-22 05:00:00+00:00,31.5319656,19.5375,4.2,74
2020-01-22 06:00:00+00:00,55.1809398,19.5375,4.3,73.6
2020-01-22 07:00:00+00:00,73.5745864,19.55,4.4,73
2020-01-22 08:00:00+00:00,84.0852416,19.8875,4.5,69.65
2020-01-22 09:00:00+00:00,84.0852416,20.4625,4.8,70.5
2020-01-22 10:00:00+00:00,47.2979484,20.875,5.2,66.65
2020-01-22 11:00:00+00:00,42.0426208,20.975,5.5,64.4
2020-01-22 12:00:00+00:00,31.5319656,21.0125,6.2,57.7
2020-01-22 13:00:00+00:00,34.1596294,21.0625,6.8,54.15
2020-01-22 14:00:00+00:00,28.9043018,21.075,7.1,54.7
2020-01-22 15:00:00+00:00,26.276638,21.1875,7.1,49.2
2020-01-22 16:00:00+00:00,18.3936466,21.125,7,49.85
2020-01-22 17:00:00+00:00,0,21.2125,7,44.2
2020-01-22 18:00:00+00:00,0,21.0625,6.9,33.75
2020-01-22 19:00:00+00:00,0,20.9,6.8,27.1
2020-01-22 20:00:00+00:00,0,20.7125,6.8,22.45
2020-01-22 21:00:00+00:00,0,20.55,6.8,19.15
2020-01-22 22:00:00+00:00,0,20.375,6.8,16.85
2020-01-22 23:00:00+00:00,0,20.25,6.8,15
2020-01-23 00:00:00+00:00,0,20.1375,6.7,13.55
2020-01-23 01:00:00+00:00,0,20.0125,6.7,12.35
2020-01-23 02:00:00+00:00,0,19.9125,6.7,11.35
2020-01-23 03:00:00+00:00,0,19.825,6.7,10.4
2020-01-23 04:00:00+00:00,84.0852416,19.725,6.6,9.75
2020-01-23 05:00:00+00:00,28.9043018,19.725,6.6,65.65
2020-01-23 06:00:00+00:00,34.1596294,19.7,6.7,66.6
2020-01-23 07:00:00+00:00,49.9256122,19.725,6.6,64
2020-01-23 08:00:00+00:00,65.691595,19.9125,6.7,68
2020-01-23 09:00:00+00:00,94.5958968,20.3375,6.8,58.2
2020-01-23 10:00:00+00:00,47.2979484,20.925,7,61.45
2020-01-23 11:00:00+00:00,36.7872932,21.05,7.4,54.9
2020-01-23 12:00:00+00:00,31.5319656,21.075,7.6,47.2
2020-01-23 13:00:00+00:00,23.6489742,21.1,7.8,42.15
2020-01-23 14:00:00+00:00,28.9043018,21.125,7.8,38.6
2020-01-23 15:00:00+00:00,36.7872932,21.1625,7.7,37.7
2020-01-23 16:00:00+00:00,13.138319,21.275,7.5,53.35
2020-01-23 17:00:00+00:00,0,21.3,7.3,42.25
2020-01-23 18:00:00+00:00,0,21.225,7.1,33.3
2020-01-23 19:00:00+00:00,0,21.025,7,26.95
2020-01-23 20:00:00+00:00,0,20.8375,6.8,22.8
2020-01-23 21:00:00+00:00,0,20.65,6.7,19.6
2020-01-23 22:00:00+00:00,0,20.5,6.5,17.55
2020-01-23 23:00:00+00:00,0,20.3375,6.4,15.45
2020-01-24 00:00:00+00:00,0,20.2125,6.3,14.05
2020-01-24 01:00:00+00:00,0,20.1,6.2,12.9
2020-01-24 02:00:00+00:00,0,19.9875,6.1,12.05
2020-01-24 03:00:00+00:00,0,19.875,6.1,11
2020-01-24 04:00:00+00:00,84.0852416,19.775,6,10.3
2020-01-24 05:00:00+00:00,31.5319656,19.7625,6,67.55
2020-01-24 06:00:00+00:00,44.6702846,19.75,5.9,68.2
2020-01-24 07:00:00+00:00,47.2979484,19.7625,6.1,67
2020-01-24 08:00:00+00:00,76.2022502,19.9375,5.9,60.8
2020-01-24 09:00:00+00:00,94.5958968,20.3625,5.9,59.3
2020-01-24 10:00:00+00:00,44.6702846,20.925,6.2,64.95
2020-01-24 11:00:00+00:00,39.414957,21.05,6.5,60.9
2020-01-24 12:00:00+00:00,42.0426208,21.0625,6.7,52.75
2020-01-24 13:00:00+00:00,23.6489742,21.1,7.1,56.1
2020-01-24 14:00:00+00:00,47.2979484,21.15,7.2,45.7
2020-01-24 15:00:00+00:00,31.5319656,21.1875,7.2,54.75
2020-01-24 16:00:00+00:00,7.8829914,21.2625,7,47.9
2020-01-24 17:00:00+00:00,0,21.2625,6.9,38.6
2020-01-24 18:00:00+00:00,0,21.1,6.8,31.2
2020-01-24 19:00:00+00:00,0,20.9125,6.7,25.55
2020-01-24 20:00:00+00:00,0,20.725,6.6,21.65
2020-01-24 21:00:00+00:00,0,20.5875,6.6,18.75
2020-01-24 22:00:00+00:00,0,20.4375,6.5,16.65
2020-01-24 23:00:00+00:00,0,20.325,6.4,15.05
